0,0,0,-8.311816215515137,-4.512402534484863,2.22509765625,-3,0,1,-8.795117378234863,3.3687500953674316,1.3972656726837158
0,0,0,-8.27353572845459,-4.512402534484863,2.2203125953674316,-4,0,1,-8.708984375,3.311328172683716,1.3972656726837158
1,0,0,-8.335741996765137,-4.507617473602295,2.191601514816284,-5,0,1,-8.771191596984863,3.335253953933716,1.4451172351837158
0,-1,0,-8.307031631469727,-4.493261814117432,2.162890672683716,-5,0,0,-8.790331840515137,3.32568359375,1.4690430164337158
0,0,0,-8.2783203125,-4.493261814117432,2.138964891433716,-5,0,0,-8.771191596984863,3.292187452316284,1.392480492591858
0,0,0,-8.268750190734863,-4.52197265625,2.1724610328674316,-4,0,0,-8.73291015625,3.2108399868011475,1.3733398914337158
0,0,0,-8.32138729095459,-4.584179878234863,2.201171875,-3,0,0,-8.761621475219727,3.349609375,1.368554711341858
1,0,0,-8.39794921875,-4.61767578125,2.210742235183716,-1,0,0,-8.905176162719727,3.3448243141174316,1.3781250715255737
4,3,-2,-8.35009765625,-4.770801067352295,2.2538087368011475,-1,-2,0,-8.962597846984863,3.37353515625,1.598242163658142
6,8,-10,-8.579785346984863,-5.019629001617432,2.84716796875,-3,-8,1,-9.15878963470459,3.3783204555511475,2.2777345180511475
-26,0,-35,-9.024805068969727,-5.823535442352295,2.689257860183716,-5,-23,2,-9.63730525970459,3.4453125,2.5409181118011475
-56,-16,-106,-9.029589653015137,-9.92441463470459,4.383203029632568,12,-43,10,-9.15878963470459,3.076855421066284,2.75146484375
-111,-44,-211,-8.12998104095459,-15.039746284484863,3.4166016578674316,64,-48,28,-8.4697265625,3.0912110805511475,1.631738305091858
-102,-29,-318,-6.254199504852295,-18.288867950439453,0.679492175579071,76,-48,53,-9.311914443969727,4.029101848602295,1.1819336414337158
-35,4,-380,-4.454980373382568,-17.571094512939453,-0.535937488079071,68,-35,72,-8.905176162719727,5.005273342132568,1.416406273841858
-1,24,-420,-3.5888671875,-13.838671684265137,-1.8087891340255737,26,-17,84,-8.287890434265137,6.464745998382568,2.2777345180511475
10,39,-427,-2.3973634243011475,-10.0966796875,-1.512109398841858,-21,0,97,-7.149023532867432,7.2734375,2.641406297683716
30,62,-400,-0.0478515625,-6.598730564117432,-0.3780273497104645,-69,13,105,-6.91455078125,7.637109756469727,3.8472657203674316
67,63,-342,2.239453077316284,-1.9284180402755737,-0.2392578125,-92,5,97,-6.526953220367432,6.455175876617432,3.7611329555511475
40,38,-251,3.603222608566284,1.89013671875,-0.4115234315395355,-74,-2,70,-6.000586032867432,5.924023628234863,3.6750001907348633
-21,13,-155,4.335351467132568,4.177441596984863,-0.3349609375,-66,-7,37,-4.909570217132568,5.699120998382568,3.541015625
-87,-10,-42,3.622363328933716,6.943261623382568,-0.612500011920929,-31,-20,8,-4.215722560882568,4.732519626617432,3.076855421066284
-184,-28,90,1.9236328601837158,5.852246284484863,-0.756054699420929,-3,-29,-7,-3.7946290969848633,4.52197265625,2.694042921066284
-175,-45,221,-1.033593773841858,2.41650390625,0.03349609300494194,18,-39,-24,-4.129590034484863,4.311425685882568,3.119921922683716
